ST_CASE,YEAR,STATE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,BIA,SPJ_INDIAN,INDIAN_RES
210528,2019,21,111,1,1,3,2,2,1,1,3,1,4,2,2,2,13,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
210529,2019,21,217,1,1,3,1,2,4,2,5,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210530,2019,21,25,1,1,3,1,2,1,2,3,2,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,0,0,0
210531,2019,21,49,2,1,3,1,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210532,2019,21,195,1,1,3,1,2,4,2,5,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,0,0,0
210533,2019,21,195,1,1,3,2,2,1,2,3,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,2,2,2,0,0,0
210534,2019,21,69,1,1,3,1,2,1,2,5,2,4,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,0,0,0
210535,2019,21,169,1,1,3,1,2,1,1,5,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
210536,2019,21,111,1,1,3,2,2,1,2,6,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210537,2019,21,111,1,1,3,1,2,1,1,4,1,1,2,1,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210538,2019,21,117,1,1,3,2,2,4,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210539,2019,21,171,1,1,3,1,2,1,2,5,2,2,1,1,2,13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0
210540,2019,21,177,1,1,3,1,2,1,1,5,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
210541,2019,21,67,1,1,3,2,2,1,2,3,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210542,2019,21,51,1,1,3,1,2,4,2,5,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210543,2019,21,67,1,1,3,2,2,1,1,3,1,4,2,2,2,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210544,2019,21,5,1,1,3,1,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210545,2019,21,163,1,1,3,1,2,1,2,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,0,0,0
210546,2019,21,189,1,1,3,1,2,4,2,6,2,1,1,1,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210547,2019,21,85,1,1,3,1,2,1,2,5,2,1,2,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
210548,2019,21,111,1,1,3,2,2,1,2,3,2,1,2,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
210549,2019,21,71,1,1,3,1,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210550,2019,21,47,1,1,3,1,2,4,2,6,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
210551,2019,21,193,1,1,3,1,2,4,2,5,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
210552,2019,21,21,1,1,3,2,2,1,1,4,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
210553,2019,21,43,1,1,3,1,2,1,2,5,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
210554,2019,21,111,1,1,3,2,2,1,2,3,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
210555,2019,21,37,1,1,3,2,1,4,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,1,2,0,0,0
210556,2019,21,167,1,1,3,1,2,1,1,3,1,5,1,1,2,13,1,2,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,2,2,1,2,0,0,0
210557,2019,21,83,1,1,3,1,2,1,1,3,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
210558,2019,21,109,1,1,3,1,2,4,2,6,2,1,2,2,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
210559,2019,21,97,1,1,3,1,2,4,2,5,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210561,2019,21,83,1,1,3,1,2,1,2,5,3,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,0,0,0
210562,2019,21,67,1,1,3,2,2,1,2,3,2,1,2,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210563,2019,21,113,1,1,3,2,2,1,1,3,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
210564,2019,21,111,1,1,3,2,2,1,2,3,3,4,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
210565,2019,21,99,1,1,3,1,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210566,2019,21,221,2,1,3,1,2,1,1,3,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,0,0,0
210567,2019,21,39,1,1,3,1,2,1,2,4,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,1,2,0,0,0
210568,2019,21,107,1,1,3,1,2,1,1,5,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1,1,2,2,1,2,0,0,0
210569,2019,21,31,1,1,3,1,2,1,2,5,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,0,0,0
210570,2019,21,237,1,1,3,1,2,3,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210571,2019,21,111,1,1,3,2,2,4,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210572,2019,21,111,1,1,3,2,2,1,2,4,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
210573,2019,21,37,1,1,3,1,2,4,2,6,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
210574,2019,21,179,1,1,3,1,2,1,2,5,2,4,1,1,2,13,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210575,2019,21,227,1,1,3,1,2,4,2,5,2,1,2,1,1,4,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210576,2019,21,239,1,1,3,2,2,1,2,3,3,4,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210577,2019,21,63,1,1,3,1,2,4,2,6,2,1,1,1,1,13,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210578,2019,21,175,1,1,3,1,2,1,2,4,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210579,2019,21,109,2,1,3,1,2,1,2,5,2,5,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
210580,2019,21,9,1,1,3,1,2,1,2,5,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210581,2019,21,59,1,1,3,1,2,1,1,4,1,4,2,2,2,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210582,2019,21,167,1,1,3,1,2,1,2,3,2,1,2,1,1,13,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210583,2019,21,121,1,1,3,2,2,1,2,4,2,1,2,1,3,2,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
210584,2019,21,33,1,1,3,1,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
210585,2019,21,17,1,1,3,1,2,4,2,5,2,1,1,2,1,13,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210586,2019,21,163,1,1,3,1,2,4,2,5,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,0,0,0
210587,2019,21,111,1,1,3,2,1,4,2,1,2,1,2,1,2,13,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210588,2019,21,51,1,1,3,1,2,4,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210589,2019,21,111,1,1,3,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210590,2019,21,157,1,1,3,1,1,1,2,1,2,5,1,1,3,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210591,2019,21,71,1,1,3,1,2,1,2,3,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210592,2019,21,193,1,1,3,2,2,1,2,3,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210593,2019,21,193,1,1,3,1,2,4,2,6,3,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
210594,2019,21,211,1,1,3,1,2,4,2,6,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210595,2019,21,53,1,1,3,1,2,4,2,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
210596,2019,21,111,1,1,3,2,2,1,1,6,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210597,2019,21,167,1,1,3,1,2,1,1,3,1,4,1,1,3,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
210598,2019,21,173,1,1,3,1,2,1,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210599,2019,21,173,1,1,3,1,2,1,2,6,2,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,0,0,0
210600,2019,21,17,1,1,3,1,2,1,1,3,1,4,1,1,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
210601,2019,21,135,1,1,3,1,2,4,2,5,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
210602,2019,21,113,1,1,3,1,2,1,1,4,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
210603,2019,21,163,1,1,3,1,2,1,1,3,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
210604,2019,21,111,1,1,3,2,2,4,2,6,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210605,2019,21,111,1,1,3,2,2,1,1,6,1,4,2,2,2,13,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210606,2019,21,193,1,1,3,1,2,4,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,1,2,0,0,0
210607,2019,21,239,1,1,3,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
210608,2019,21,215,1,1,3,1,2,1,1,4,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,0,0,0
210609,2019,21,229,1,1,3,1,2,1,2,5,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210610,2019,21,195,1,1,3,1,2,4,2,3,2,1,1,1,1,13,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210611,2019,21,65,1,1,3,1,2,1,2,5,2,3,1,1,2,13,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,0,0,0
210612,2019,21,69,1,1,3,1,2,1,1,5,1,4,1,2,2,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
210613,2019,21,9,1,1,3,1,2,1,2,5,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
210614,2019,21,145,1,1,3,1,2,1,1,6,1,4,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,0,0,0
210615,2019,21,121,1,1,3,1,2,1,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210616,2019,21,141,1,1,3,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
210617,2019,21,67,1,1,3,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
210618,2019,21,199,1,1,3,1,2,1,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210619,2019,21,93,1,1,3,1,2,1,1,5,1,4,1,1,3,1,1,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
210620,2019,21,111,1,1,3,2,2,1,1,3,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210621,2019,21,111,1,1,3,2,2,4,2,6,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
210622,2019,21,111,1,1,3,2,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
210623,2019,21,35,1,1,3,1,2,1,2,6,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
210625,2019,21,113,2,1,3,2,2,1,2,4,2,4,1,1,3,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
210626,2019,21,15,1,1,3,2,2,1,2,4,3,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210627,2019,21,71,1,1,3,2,2,1,2,3,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,0,0,0
210628,2019,21,93,2,1,3,2,2,1,2,4,2,4,1,1,3,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,0,0,0
210630,2019,21,67,1,1,3,2,2,4,2,6,2,1,2,1,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210631,2019,21,145,1,1,3,2,2,1,1,3,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
210632,2019,21,147,1,1,3,1,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210633,2019,21,135,2,1,3,1,2,1,2,4,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
210634,2019,21,29,1,1,3,1,1,1,2,1,2,4,2,1,2,1,1,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2,1,2,0,0,0
210635,2019,21,11,1,1,3,1,2,1,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
210636,2019,21,111,1,1,3,2,2,1,1,4,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
210637,2019,21,83,1,1,3,1,2,4,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210638,2019,21,111,1,1,3,2,2,4,2,5,2,1,1,2,1,13,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
210639,2019,21,111,1,1,3,2,2,1,2,6,2,3,2,2,2,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210640,2019,21,67,1,1,3,1,2,4,2,5,2,1,2,2,1,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210641,2019,21,109,1,1,3,1,2,4,2,4,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210642,2019,21,43,1,1,3,1,1,4,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210643,2019,21,195,1,1,3,1,2,4,2,4,2,1,1,2,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210644,2019,21,47,1,1,3,2,2,1,1,4,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
210645,2019,21,111,1,1,3,2,1,2,2,1,2,1,1,1,1,13,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210646,2019,21,147,1,1,3,1,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210647,2019,21,111,1,1,3,2,1,1,2,1,2,1,2,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210648,2019,21,25,1,1,3,1,2,1,2,5,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
210649,2019,21,37,1,1,3,2,2,4,2,4,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,2,0,0,0
210650,2019,21,1,1,1,3,2,2,1,2,6,2,5,1,2,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
210651,2019,21,141,1,1,3,1,2,4,2,3,2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210652,2019,21,203,1,1,3,1,1,1,2,1,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
210653,2019,21,199,1,1,3,1,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,1,2,2,2,0,0,0
210654,2019,21,123,1,1,3,1,2,1,1,4,1,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,0,0,0
210655,2019,21,195,1,1,3,1,2,4,2,6,2,1,1,1,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210656,2019,21,47,1,1,3,1,2,1,2,5,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210657,2019,21,135,1,1,3,1,2,1,2,3,2,3,1,1,3,6,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
210658,2019,21,237,1,1,3,1,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210659,2019,21,133,1,1,3,1,2,1,2,5,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,0,0,0
210660,2019,21,125,1,1,3,1,2,4,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
210661,2019,21,125,1,1,3,2,2,1,2,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210662,2019,21,111,1,1,3,2,2,4,2,3,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
210663,2019,21,17,1,1,3,1,2,4,2,3,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
210664,2019,21,95,1,1,3,1,2,4,2,5,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210665,2019,21,217,1,1,3,1,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
210666,2019,21,167,1,1,3,1,2,1,2,5,2,3,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210667,2019,21,153,1,1,3,1,2,1,2,5,3,4,2,2,2,13,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210668,2019,21,195,1,1,3,1,2,1,2,3,3,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
210669,2019,21,193,1,1,3,1,2,4,2,5,2,1,1,1,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210670,2019,21,131,1,1,3,1,2,4,2,6,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210671,2019,21,115,1,1,3,1,2,4,2,5,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
210672,2019,21,151,1,1,3,1,1,1,2,1,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
210673,2019,21,87,1,1,3,1,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210674,2019,21,9,1,1,3,1,2,1,2,5,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210675,2019,21,93,1,1,3,2,2,4,2,3,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220001,2019,22,33,1,1,6,1,2,3,2,3,2,1,1,1,1,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220002,2019,22,39,1,1,6,1,2,1,2,3,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
220003,2019,22,19,1,1,6,1,2,4,2,6,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220004,2019,22,103,1,1,6,1,2,1,2,3,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,0,0,0
220005,2019,22,41,1,1,6,1,2,4,2,4,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
220007,2019,22,1,1,1,6,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
220008,2019,22,15,1,1,6,2,2,4,2,4,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220009,2019,22,57,1,1,6,1,2,1,1,3,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
220010,2019,22,45,1,1,6,2,2,1,2,4,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
220012,2019,22,81,1,1,6,1,2,4,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220013,2019,22,25,1,1,6,1,2,4,2,5,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
220014,2019,22,55,1,1,6,2,2,1,2,3,2,4,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
220015,2019,22,121,1,1,6,2,2,1,1,3,1,2,1,1,3,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,0,0,0
220016,2019,22,97,1,1,6,1,2,1,2,5,2,1,2,1,3,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
