ST_CASE,YEAR,STATE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,BIA,SPJ_INDIAN,INDIAN_RES
122379,2019,12,99,1,1,4,2,2,1,1,4,1,1,2,1,2,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
122380,2019,12,86,1,1,4,2,2,1,1,4,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122382,2019,12,57,1,1,4,2,2,1,2,5,2,1,2,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
122383,2019,12,71,1,1,4,2,2,1,1,4,1,4,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122384,2019,12,95,1,1,4,2,2,1,1,3,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
122385,2019,12,11,1,1,4,2,2,1,2,4,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122386,2019,12,95,1,1,4,2,2,1,2,5,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122388,2019,12,7,2,1,4,2,2,1,2,3,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,2,0,0,0
122389,2019,12,51,1,1,4,1,2,2,2,5,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122390,2019,12,127,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122391,2019,12,89,1,1,4,2,2,1,2,4,2,3,2,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122392,2019,12,95,2,1,4,2,2,1,2,3,2,2,2,1,2,13,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,0,0,0
122393,2019,12,57,1,1,4,1,2,1,2,6,2,5,2,1,2,13,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
122394,2019,12,57,1,1,4,1,2,4,2,6,2,1,1,1,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
122395,2019,12,57,1,1,4,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122396,2019,12,11,1,1,4,2,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122397,2019,12,31,1,1,4,1,2,4,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122398,2019,12,97,1,1,4,1,2,2,2,5,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122399,2019,12,86,1,1,4,2,2,1,1,4,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122400,2019,12,11,1,1,4,2,2,1,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122401,2019,12,57,1,1,4,2,2,1,1,3,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,1,1,2,2,1,2,2,2,2,0,0,0
122402,2019,12,11,2,1,4,2,2,3,2,4,2,1,2,1,3,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,2,2,2,0,0,0
122403,2019,12,79,1,1,4,1,1,3,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,1,2,0,0,0
122404,2019,12,105,1,1,4,2,2,1,2,5,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122405,2019,12,71,1,1,4,2,2,1,1,3,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122406,2019,12,95,1,1,4,2,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
122407,2019,12,103,1,1,4,1,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122408,2019,12,131,1,1,4,1,2,4,2,5,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122409,2019,12,57,1,1,4,2,2,1,1,3,1,3,2,2,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122410,2019,12,109,1,1,4,2,2,4,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
122411,2019,12,57,1,1,4,2,2,1,2,6,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122412,2019,12,53,1,1,4,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122413,2019,12,127,1,1,4,1,1,4,2,1,2,1,1,1,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122414,2019,12,115,1,1,4,2,1,3,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
122415,2019,12,97,1,1,4,1,2,3,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122416,2019,12,101,1,1,4,2,2,1,1,3,1,4,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122417,2019,12,101,1,1,4,2,2,1,2,5,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122418,2019,12,86,1,1,4,2,2,1,1,4,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,0,0,0
122419,2019,12,131,1,1,4,1,2,1,1,3,1,4,2,2,3,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122420,2019,12,107,1,1,4,1,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122421,2019,12,97,1,1,4,2,2,1,1,6,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
122422,2019,12,86,1,1,4,2,2,1,2,5,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
122423,2019,12,11,1,1,4,2,1,4,2,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122424,2019,12,15,1,1,4,2,2,1,1,3,1,4,1,1,2,13,2,1,1,2,2,2,2,1,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
122425,2019,12,63,1,1,4,2,2,1,1,4,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122426,2019,12,103,1,1,4,2,2,1,1,4,1,3,1,1,3,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122427,2019,12,105,1,1,4,2,2,1,1,4,1,4,1,2,2,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122428,2019,12,105,1,1,4,2,2,1,2,3,2,4,1,2,3,13,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
122429,2019,12,57,1,1,4,2,2,1,1,4,1,4,1,1,3,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,1,1,1,2,2,2,2,0,0,0
122430,2019,12,21,1,1,4,1,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
122432,2019,12,86,1,1,4,2,2,1,2,4,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
122433,2019,12,57,1,1,4,2,2,4,2,3,3,1,1,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122434,2019,12,1,1,1,4,2,2,1,2,4,2,4,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,0,0,0
122435,2019,12,86,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122436,2019,12,95,1,1,4,2,2,4,2,3,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122437,2019,12,83,1,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122438,2019,12,101,1,1,4,2,2,1,2,3,2,4,1,1,3,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122439,2019,12,69,1,1,4,1,2,1,2,3,2,3,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122440,2019,12,85,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
122441,2019,12,111,1,1,4,2,2,1,1,3,1,4,2,1,2,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122442,2019,12,109,1,1,4,2,2,1,1,4,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122443,2019,12,101,1,1,4,2,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122444,2019,12,83,1,1,4,2,2,1,2,5,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,0,0,0
122445,2019,12,99,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122446,2019,12,9,1,1,4,2,2,1,1,6,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
122447,2019,12,103,1,1,4,2,2,1,1,3,1,4,1,2,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122448,2019,12,11,1,1,4,2,2,1,1,3,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
122449,2019,12,86,1,1,4,2,2,1,2,3,3,4,1,1,3,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,1,1,2,2,2,2,0,0,0
122451,2019,12,89,1,1,4,1,2,4,2,5,2,1,2,2,1,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122452,2019,12,86,1,1,4,2,2,3,2,2,2,1,2,2,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,2,2,2,0,0,0
122454,2019,12,31,1,1,4,2,2,1,2,4,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122455,2019,12,105,1,1,4,2,2,2,2,3,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122456,2019,12,57,1,1,4,2,2,4,2,3,3,1,1,1,1,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
122457,2019,12,83,1,1,4,2,2,1,2,5,2,2,1,1,2,13,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122458,2019,12,69,1,1,4,1,2,1,1,5,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,0,0,0
122459,2019,12,119,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122460,2019,12,113,1,1,4,1,2,4,2,4,2,1,1,1,1,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
122461,2019,12,86,1,1,4,2,2,1,2,3,2,1,2,2,1,13,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
122462,2019,12,99,1,1,4,1,1,4,2,1,2,1,1,2,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122463,2019,12,7,2,1,4,1,2,1,2,3,2,1,2,1,3,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122464,2019,12,21,1,1,4,2,2,1,2,4,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
122465,2019,12,81,1,1,4,2,2,1,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
122466,2019,12,19,1,1,4,1,2,1,2,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122467,2019,12,117,1,1,4,2,2,1,1,4,1,4,2,2,3,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,0,0,0
122468,2019,12,99,1,1,4,2,2,1,1,4,1,4,1,2,2,13,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122469,2019,12,5,1,1,4,2,2,1,1,3,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122470,2019,12,31,1,1,4,1,2,1,2,6,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
122471,2019,12,83,1,1,4,2,2,1,1,4,1,2,2,2,3,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
122472,2019,12,57,1,1,4,2,2,1,2,4,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,0,0,0
122474,2019,12,69,1,1,4,2,2,1,2,3,2,2,2,1,3,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,1,2,2,0,0,0
122475,2019,12,57,1,1,4,1,1,4,2,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122476,2019,12,69,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122477,2019,12,73,1,1,4,2,2,1,2,3,2,1,1,1,3,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,0,0,0
122478,2019,12,86,2,1,4,2,2,4,1,4,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122479,2019,12,95,1,1,4,2,2,1,2,6,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,0,0,0
122480,2019,12,86,1,1,4,2,2,1,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
122482,2019,12,115,1,1,4,2,1,3,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122483,2019,12,19,1,1,4,2,2,1,2,5,2,2,2,2,2,13,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
122484,2019,12,105,1,1,4,2,2,1,1,4,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,0,0,0
122485,2019,12,107,1,1,4,1,2,1,2,3,2,3,1,2,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122486,2019,12,9,1,1,4,2,2,4,2,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122487,2019,12,1,1,1,4,2,2,1,2,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122488,2019,12,9,2,1,4,2,2,1,2,3,2,3,2,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122489,2019,12,61,1,1,4,1,2,4,2,3,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122490,2019,12,11,1,1,4,2,2,1,2,3,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122491,2019,12,105,2,1,4,2,2,1,1,5,1,4,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
122492,2019,12,113,1,1,4,2,2,1,1,3,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122493,2019,12,99,1,1,4,1,2,1,2,3,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122494,2019,12,95,1,1,4,2,2,1,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
122495,2019,12,97,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122497,2019,12,86,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122498,2019,12,11,1,1,4,2,2,4,2,4,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
122499,2019,12,101,1,1,4,2,2,1,1,4,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122500,2019,12,73,1,1,4,2,2,1,1,4,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
122501,2019,12,83,1,1,4,2,2,1,2,3,2,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122502,2019,12,11,1,1,4,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
122503,2019,12,83,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122504,2019,12,33,1,1,4,1,2,4,2,6,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122505,2019,12,101,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
122506,2019,12,27,1,1,4,2,2,1,2,4,2,5,1,1,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122507,2019,12,127,1,1,4,1,2,1,2,3,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1,1,2,2,1,2,0,0,0
122508,2019,12,105,1,1,4,2,2,1,1,3,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122510,2019,12,101,1,1,4,2,2,4,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
122511,2019,12,31,1,1,4,2,2,1,2,5,2,3,1,1,3,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1,1,1,2,2,2,0,0,0
122512,2019,12,1,1,1,4,1,2,1,2,5,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,1,1,1,1,2,2,0,0,0
122513,2019,12,85,1,1,4,1,2,1,2,4,2,3,2,1,3,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122514,2019,12,91,1,1,4,1,2,1,2,4,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122515,2019,12,101,1,1,4,2,2,1,2,3,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122516,2019,12,9,1,1,4,2,2,1,2,4,3,4,1,2,2,13,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122517,2019,12,57,1,1,4,2,2,1,1,3,1,2,1,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
122518,2019,12,86,1,1,4,2,2,1,1,4,1,3,2,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122519,2019,12,93,1,1,4,1,2,4,2,5,2,1,2,2,1,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122520,2019,12,73,1,1,4,1,2,1,2,5,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122521,2019,12,9,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
122522,2019,12,33,1,1,4,1,1,1,2,1,3,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122523,2019,12,99,1,1,4,2,2,4,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122524,2019,12,127,2,1,4,1,2,1,2,4,2,3,2,1,3,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
122525,2019,12,127,2,1,4,1,2,1,2,3,2,3,2,2,2,13,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
122526,2019,12,83,1,1,4,2,2,1,2,4,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122527,2019,12,71,1,1,4,2,2,1,1,4,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,0,0,0
122528,2019,12,101,1,1,4,2,2,1,1,3,1,4,2,1,3,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
122529,2019,12,105,1,1,4,2,2,1,2,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
122530,2019,12,39,1,1,4,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
122531,2019,12,105,1,1,4,1,2,1,2,5,2,4,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122533,2019,12,91,1,1,4,1,1,4,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122534,2019,12,107,1,1,4,1,2,4,1,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
122535,2019,12,107,1,1,4,1,2,1,2,5,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
122536,2019,12,31,1,1,4,2,2,1,1,6,1,4,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
122537,2019,12,97,1,1,4,2,2,1,2,4,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
122538,2019,12,81,1,1,4,2,2,1,2,3,3,4,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,0,0,0
122539,2019,12,86,1,1,4,2,2,1,1,2,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122540,2019,12,31,1,1,4,2,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122541,2019,12,127,1,1,4,2,2,1,1,3,1,3,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122542,2019,12,95,1,1,4,2,2,1,1,4,1,4,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,0,0,0
122543,2019,12,1,1,1,4,2,2,1,1,4,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
122544,2019,12,5,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
122545,2019,12,127,1,1,4,2,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
122546,2019,12,15,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
122547,2019,12,95,1,1,4,2,2,1,1,3,1,3,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,0,0,0
