ST_CASE,YEAR,STATE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,BIA,SPJ_INDIAN,INDIAN_RES
340136,2018,34,5,1,1,2,2,2,1,1,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340137,2018,34,17,1,1,2,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340138,2018,34,31,1,1,2,2,2,3,2,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340139,2018,34,11,1,1,2,2,2,1,1,6,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340140,2018,34,5,3,1,2,2,2,1,2,3,2,3,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340141,2018,34,37,1,1,2,2,2,1,1,4,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340142,2018,34,13,1,1,2,2,2,1,2,6,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340143,2018,34,31,1,1,2,2,2,1,1,3,1,1,1,2,1,13,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340144,2018,34,17,1,1,2,2,2,1,2,3,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,1,2,0,0,0
340145,2018,34,21,1,1,2,2,2,1,2,3,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340146,2018,34,25,1,1,2,1,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340147,2018,34,31,1,1,2,2,2,3,1,3,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
340148,2018,34,21,1,1,2,2,2,1,2,6,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340149,2018,34,1,1,1,2,2,2,1,2,4,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340150,2018,34,15,2,1,2,2,2,1,1,3,1,3,2,1,2,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
340151,2018,34,3,1,1,2,2,2,1,1,6,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340152,2018,34,5,1,1,2,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340153,2018,34,17,1,1,2,2,1,2,2,1,3,1,1,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340154,2018,34,5,1,1,2,1,2,4,2,5,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,0,0,0
340155,2018,34,5,1,1,2,2,2,1,1,3,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340156,2018,34,37,1,1,2,1,2,4,2,3,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340157,2018,34,29,1,1,2,2,2,4,1,6,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,0,0,0
340158,2018,34,27,1,1,2,2,2,1,2,5,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340159,2018,34,5,1,1,2,2,2,4,1,3,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340160,2018,34,37,1,1,2,1,2,4,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340161,2018,34,13,1,1,2,2,2,1,1,3,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340162,2018,34,11,1,1,2,1,2,4,2,6,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
340163,2018,34,11,1,1,2,2,2,4,2,3,2,1,2,2,1,13,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340164,2018,34,11,1,1,2,2,2,1,1,4,1,4,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,0,0,0
340165,2018,34,29,1,1,2,2,2,1,2,3,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
340166,2018,34,3,1,1,2,2,2,1,1,6,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340167,2018,34,31,1,1,2,2,2,1,1,4,1,4,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340168,2018,34,5,1,1,2,1,2,1,2,5,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340169,2018,34,11,1,1,2,2,2,4,2,5,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340170,2018,34,3,1,1,2,2,2,1,1,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340171,2018,34,21,1,1,2,2,2,1,1,6,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340172,2018,34,1,1,1,2,2,2,4,2,6,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340173,2018,34,1,1,1,2,2,2,4,1,4,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340174,2018,34,5,1,1,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340175,2018,34,15,1,1,2,2,2,3,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
340176,2018,34,7,1,1,2,2,2,3,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340177,2018,34,5,1,1,2,2,2,3,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340178,2018,34,27,1,1,2,2,1,1,2,1,2,1,2,1,2,6,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340179,2018,34,13,1,1,2,2,2,1,2,6,3,4,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,0,0,0
340180,2018,34,29,2,1,2,2,2,3,2,3,3,1,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
340181,2018,34,13,1,1,2,2,2,1,2,6,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
340182,2018,34,25,1,1,2,2,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
340183,2018,34,35,1,1,2,2,2,1,1,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340184,2018,34,1,1,1,2,2,2,4,2,4,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
340185,2018,34,7,1,1,2,2,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340186,2018,34,7,1,1,2,2,2,1,1,6,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,0,0,0
340187,2018,34,7,1,1,2,1,2,4,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340188,2018,34,7,1,1,2,2,2,1,1,3,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
340189,2018,34,25,1,1,2,1,2,1,2,5,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340190,2018,34,1,1,1,2,1,2,2,2,4,2,4,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340191,2018,34,9,1,1,2,1,2,4,2,5,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340192,2018,34,23,1,1,2,2,2,1,1,3,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340193,2018,34,21,1,1,2,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0
340194,2018,34,35,1,1,2,3,2,4,1,6,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,1,2,0,0,0
340195,2018,34,7,1,1,2,2,2,1,2,6,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,0,0,0
340196,2018,34,7,1,1,2,2,2,4,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340197,2018,34,23,1,1,2,2,2,1,2,2,2,5,2,1,2,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
340198,2018,34,3,1,1,2,2,2,3,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
340199,2018,34,21,1,1,2,2,2,1,1,3,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0
340200,2018,34,41,1,1,2,2,2,1,1,6,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340201,2018,34,3,1,1,2,2,2,1,1,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340202,2018,34,23,2,1,2,2,1,4,2,1,2,1,1,2,1,13,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,0,0,0
340203,2018,34,35,1,1,2,2,1,3,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340204,2018,34,25,1,1,2,2,2,4,1,3,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340205,2018,34,25,1,1,2,2,2,4,2,2,3,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340206,2018,34,7,1,1,2,2,2,1,1,6,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340207,2018,34,39,1,1,2,2,2,1,1,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340208,2018,34,23,2,1,2,2,2,1,1,3,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340209,2018,34,29,1,1,2,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340210,2018,34,35,1,1,2,3,2,4,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340211,2018,34,23,1,1,2,2,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
340212,2018,34,23,1,1,2,2,2,4,2,3,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
340213,2018,34,15,1,1,2,2,2,4,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340214,2018,34,15,1,1,2,1,2,4,2,4,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,1,1,0,0,0
340215,2018,34,1,1,1,2,2,2,1,2,3,3,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0
340216,2018,34,35,1,1,2,3,2,4,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,0,0,0
340217,2018,34,13,2,1,2,2,1,4,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340218,2018,34,35,1,1,2,2,1,4,2,1,3,1,1,1,2,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340219,2018,34,23,1,1,2,2,1,1,2,1,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340220,2018,34,7,1,1,2,2,2,1,2,5,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340221,2018,34,39,1,1,2,2,2,1,1,3,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340222,2018,34,9,1,1,2,2,2,2,2,3,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340223,2018,34,33,1,1,2,2,1,1,2,1,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1,1,1,2,2,2,0,0,0
340224,2018,34,23,1,1,2,2,2,1,2,2,3,1,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340225,2018,34,31,1,1,2,2,1,1,2,1,2,3,2,2,2,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340226,2018,34,39,1,1,2,2,2,1,2,3,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,1,2,0,0,0
340227,2018,34,31,2,1,2,2,2,1,2,4,3,4,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340228,2018,34,23,1,1,2,2,2,4,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340229,2018,34,27,1,1,2,2,2,1,2,4,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340230,2018,34,25,1,1,2,2,2,1,2,3,3,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340231,2018,34,27,1,1,2,2,2,4,1,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0
340232,2018,34,3,1,1,2,2,1,1,2,1,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
340233,2018,34,31,1,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,1,2,2,0,0,0
340234,2018,34,3,1,1,2,2,2,3,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
340235,2018,34,1,1,1,2,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340236,2018,34,5,1,1,2,3,2,1,1,6,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,0,0,0
340237,2018,34,25,1,1,2,2,2,1,1,5,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,0,0,0
340238,2018,34,7,2,1,2,2,2,4,1,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340239,2018,34,7,1,1,2,2,2,4,2,3,3,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340240,2018,34,5,2,1,2,2,2,1,1,3,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
340241,2018,34,27,1,1,2,2,2,2,2,3,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340242,2018,34,29,1,1,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340243,2018,34,29,1,1,2,2,2,3,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
340244,2018,34,21,1,1,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340245,2018,34,27,1,1,2,2,1,4,2,1,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,0,0,0
340246,2018,34,7,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,0,0,0
340247,2018,34,7,1,1,2,2,2,1,2,2,2,5,1,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340248,2018,34,35,1,1,2,3,3,1,2,7,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340249,2018,34,33,1,1,2,1,2,4,2,6,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
340250,2018,34,27,1,1,2,2,2,1,1,3,1,5,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340251,2018,34,3,1,1,2,2,2,4,1,6,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,0,0,0
340252,2018,34,33,1,1,2,1,2,4,2,5,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
340253,2018,34,9,1,1,2,2,2,4,2,3,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
340254,2018,34,21,1,1,2,2,2,1,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340255,2018,34,7,1,1,2,2,2,1,1,3,1,5,1,1,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
340256,2018,34,5,1,1,2,1,2,1,2,3,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,1,2,0,0,0
340257,2018,34,39,1,1,2,2,1,3,2,1,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
340258,2018,34,39,1,1,2,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340259,2018,34,35,1,1,2,2,2,1,1,3,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340260,2018,34,35,1,1,2,2,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
340261,2018,34,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340262,2018,34,27,1,1,2,2,1,3,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340263,2018,34,37,1,1,2,1,2,1,2,4,2,3,2,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,2,2,2,0,0,0
340264,2018,34,21,1,1,2,2,1,4,2,1,3,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340265,2018,34,1,1,1,2,2,2,1,1,3,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340266,2018,34,5,1,1,2,1,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340267,2018,34,3,1,1,2,2,2,1,2,5,3,4,2,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340268,2018,34,41,1,1,2,2,1,1,2,1,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340269,2018,34,41,1,1,2,1,1,3,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340271,2018,34,5,1,1,2,2,2,1,1,4,1,1,2,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,0,0,0
340272,2018,34,37,1,1,2,1,2,4,1,3,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
340273,2018,34,13,1,1,2,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340274,2018,34,13,1,1,2,2,2,4,2,6,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340275,2018,34,41,1,1,2,2,2,4,1,6,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
340276,2018,34,31,1,1,2,2,2,1,2,6,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340277,2018,34,39,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340278,2018,34,39,1,1,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340279,2018,34,15,1,1,2,2,2,2,2,3,2,5,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340280,2018,34,27,1,1,2,2,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,0,0,0
340281,2018,34,39,1,1,2,2,2,1,1,6,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340282,2018,34,5,1,1,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340283,2018,34,15,1,1,2,2,2,1,2,3,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340284,2018,34,23,1,1,2,2,2,1,1,4,1,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340285,2018,34,7,1,1,2,2,2,1,1,3,1,1,2,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340286,2018,34,3,1,1,2,2,2,1,1,3,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340287,2018,34,3,1,1,2,2,2,1,1,3,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
340288,2018,34,3,1,1,2,2,2,1,2,5,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340289,2018,34,25,1,1,2,2,2,1,1,3,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0
340290,2018,34,35,1,1,2,2,2,1,1,3,1,4,1,1,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340291,2018,34,5,1,1,2,2,2,1,1,4,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340292,2018,34,3,1,1,2,2,2,1,2,6,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340293,2018,34,13,1,1,2,2,1,3,2,1,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340294,2018,34,31,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340295,2018,34,13,1,1,2,2,2,1,1,6,1,4,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
